_id,weight,orig_id,
6162aa1fe1b7f5c73e6fe784,-0.4657855,6162aa1fe1b7f5c73e6fe6ed,4
6162aa1fe1b7f5c73e6fdffb,-0.45175022,6162aa1fe1b7f5c73e6fe6ed,-1
6162aa1fe1b7f5c73e6fe5c8,-0.44643568,6162aa1fe1b7f5c73e6fe6ed,-1
6162aa1fe1b7f5c73e6fe02e,-0.38067228,6162aa1fe1b7f5c73e6fe6ed,-1
6162aa1fe1b7f5c73e6fe2a8,-0.33280439,6162aa1fe1b7f5c73e6fe6ed,3
6162aa1fe1b7f5c73e6fe6e8,-0.26864044,6162aa1fe1b7f5c73e6fe6ed,-1
6234033c28a0c11b54da337f,0.00193168,6162aa1fe1b7f5c73e6fe6ed,-1
6162aa1fe1b7f5c73e6fe3ae,0.011679497,6162aa1fe1b7f5c73e6fe6ed,-1
6162aa1fe1b7f5c73e6fe7e2,0.01461091,6162aa1fe1b7f5c73e6fe6ed,-1
6162aa1fe1b7f5c73e6fea40,0.02487149,6162aa1fe1b7f5c73e6fe6ed,-1
6162aa1fe1b7f5c73e6fe693,-0.954125143,6162aa1fe1b7f5c73e6fe9d5,-1
6162aa1fe1b7f5c73e6fe8db,-0.654123009,6162aa1fe1b7f5c73e6fe9d5,-1
6162aa1fe1b7f5c73e6fe84b,-0.632710477,6162aa1fe1b7f5c73e6fe9d5,-1
6162aa1fe1b7f5c73e6fe744,-0.565682851,6162aa1fe1b7f5c73e6fe9d5,-1
6162aa1fe1b7f5c73e6fe27d,-0.562540057,6162aa1fe1b7f5c73e6fe9d5,-1
6162aa1fe1b7f5c73e6fe7ed,-0.560944427,6162aa1fe1b7f5c73e6fe9d5,-1
6162aa1fe1b7f5c73e6fe883,-0.554090797,6162aa1fe1b7f5c73e6fe9d5,-1
6162aa1fe1b7f5c73e6fe766,-0.535176177,6162aa1fe1b7f5c73e6fe9d5,-1
6162aa1fe1b7f5c73e6fe636,-0.527249137,6162aa1fe1b7f5c73e6fe9d5,4
6162aa1fe1b7f5c73e6fe2a8,-0.520300427,6162aa1fe1b7f5c73e6fe9d5,-1
6234102f28a0c11b54da385e,-0.98434806,6234080528a0c11b54da3561,5
62340bfe28a0c11b54da36d9,-0.919888918,6234080528a0c11b54da3561,5
62340e1228a0c11b54da3798,-0.894177491,6234080528a0c11b54da3561,5
6234035328a0c11b54da3389,-0.780225741,6234080528a0c11b54da3561,5
62340fc728a0c11b54da3839,-0.452217068,6234080528a0c11b54da3561,5
62340d8628a0c11b54da3768,-0.367160604,6234080528a0c11b54da3561,5
62340a8128a0c11b54da3650,-0.281692073,6234080528a0c11b54da3561,4
623410ca28a0c11b54da388e,-0.256261897,6234080528a0c11b54da3561,4
623403c228a0c11b54da33b7,-0.241354053,6234080528a0c11b54da3561,4
6234085a28a0c11b54da357d,-0.237964978,6234080528a0c11b54da3561,-1
62340f1b28a0c11b54da37fa,-0.93409431,6162aa1fe1b7f5c73e6fe9d7,-1
6234101628a0c11b54da3855,-0.926285,6162aa1fe1b7f5c73e6fe9d7,-1
6162aa1fe1b7f5c73e6fe255,-0.898596,6162aa1fe1b7f5c73e6fe9d7,-1
6234067328a0c11b54da34c5,-0.849729515,6162aa1fe1b7f5c73e6fe9d7,5
6234087f28a0c11b54da358d,-0.83692211,6162aa1fe1b7f5c73e6fe9d7,-1
62340bfb28a0c11b54da36d8,-0.749617024,6162aa1fe1b7f5c73e6fe9d7,-1
6162aa1fe1b7f5c73e6fe812,0.00098553,6162aa1fe1b7f5c73e6fe9d7,-1
6162aa1fe1b7f5c73e6fe2dd,0.001583781,6162aa1fe1b7f5c73e6fe9d7,-1
623403fb28a0c11b54da33ce,0.00209038,6162aa1fe1b7f5c73e6fe9d7,-1
6162aa1fe1b7f5c73e6fe419,0.004887135,6162aa1fe1b7f5c73e6fe9d7,-1
6234063628a0c11b54da34ad,-0.949495295,6234058128a0c11b54da3466,5
623408e528a0c11b54da35b2,-0.844182173,6234058128a0c11b54da3466,5
62340a5a28a0c11b54da3641,-0.817259963,6234058128a0c11b54da3466,5
6234063b28a0c11b54da34af,-0.803811385,6234058128a0c11b54da3466,5
623406ca28a0c11b54da34e8,-0.803536079,6234058128a0c11b54da3466,4
62340f6428a0c11b54da3814,-0.7893865,6234058128a0c11b54da3466,5
6234090728a0c11b54da35c1,-0.789322246,6234058128a0c11b54da3466,3
6234063d28a0c11b54da34b0,-0.754832506,6234058128a0c11b54da3466,4
62340a3928a0c11b54da3636,-0.754713335,6234058128a0c11b54da3466,3
62340a3528a0c11b54da3634,-0.742532902,6234058128a0c11b54da3466,4
6162aa1fe1b7f5c73e6fe588,-0.77533199,6162aa1fe1b7f5c73e6fea1a,3
62340d3728a0c11b54da374c,-0.635123377,6162aa1fe1b7f5c73e6fea1a,2
6162aa1fe1b7f5c73e6fe54a,-0.632287782,6162aa1fe1b7f5c73e6fea1a,3
62340d8b28a0c11b54da376a,-0.621308667,6162aa1fe1b7f5c73e6fea1a,5
6234047428a0c11b54da33ff,-0.604809947,6162aa1fe1b7f5c73e6fea1a,-1
6162aa1fe1b7f5c73e6fe50d,-0.587051092,6162aa1fe1b7f5c73e6fea1a,4
6162aa1fe1b7f5c73e6fe639,-0.558603671,6162aa1fe1b7f5c73e6fea1a,4
6162aa1fe1b7f5c73e6fe0d3,-0.50284743,6162aa1fe1b7f5c73e6fea1a,-1
62340b6f28a0c11b54da36aa,-0.492985077,6162aa1fe1b7f5c73e6fea1a,-1
6162aa1fe1b7f5c73e6fe238,-0.486830827,6162aa1fe1b7f5c73e6fea1a,-1
623403a528a0c11b54da33ab,-0.961921489,623406b028a0c11b54da34dd,5
62340f7e28a0c11b54da381d,-0.916655872,623406b028a0c11b54da34dd,5
62340b0128a0c11b54da367d,-0.916654996,623406b028a0c11b54da34dd,5
623401ac28a0c11b54da32e2,-0.708028758,623406b028a0c11b54da34dd,5
6234055428a0c11b54da3455,-0.116959982,623406b028a0c11b54da34dd,-1
6234088e28a0c11b54da3593,-0.081508793,623406b028a0c11b54da34dd,-1
6234079528a0c11b54da3536,-0.075450387,623406b028a0c11b54da34dd,-1
62340bb728a0c11b54da36bf,-0.074916373,623406b028a0c11b54da34dd,-1
6162aa1fe1b7f5c73e6fe3b0,-0.067647287,623406b028a0c11b54da34dd,-1
6234028928a0c11b54da3335,-0.06135231,623406b028a0c11b54da34dd,-1
6162aa1fe1b7f5c73e6fe2a6,-0.987489454,6162aa1fe1b7f5c73e6fe13f,-1
6162aa1fe1b7f5c73e6fe69e,-0.971774905,6162aa1fe1b7f5c73e6fe13f,5
6162aa1fe1b7f5c73e6fe1f7,-0.94753144,6162aa1fe1b7f5c73e6fe13f,-1
6162aa1fe1b7f5c73e6fe1a6,-0.9278352,6162aa1fe1b7f5c73e6fe13f,5
6162aa1fe1b7f5c73e6fe55f,-0.888056525,6162aa1fe1b7f5c73e6fe13f,-1
6162aa1fe1b7f5c73e6fe2e4,-0.86990008,6162aa1fe1b7f5c73e6fe13f,1
6162aa1fe1b7f5c73e6fe50a,-0.843675637,6162aa1fe1b7f5c73e6fe13f,-1
6162aa1fe1b7f5c73e6fe50d,-0.79935096,6162aa1fe1b7f5c73e6fe13f,-1
6162aa1fe1b7f5c73e6fe581,-0.75917062,6162aa1fe1b7f5c73e6fe13f,-1
6162aa1fe1b7f5c73e6fe99f,-0.74830882,6162aa1fe1b7f5c73e6fe13f,-1
623405dd28a0c11b54da348c,-0.963313572,62340b9528a0c11b54da36b4,5
6234081c28a0c11b54da356a,-0.918244955,62340b9528a0c11b54da36b4,5
6234098228a0c11b54da35f2,-0.915886544,62340b9528a0c11b54da36b4,3
6162aa1fe1b7f5c73e6fe89a,-0.70411462,62340b9528a0c11b54da36b4,2
62340bd028a0c11b54da36c8,-0.674929863,62340b9528a0c11b54da36b4,4
623407e228a0c11b54da3552,-0.672467517,62340b9528a0c11b54da36b4,2
6234012928a0c11b54da32af,-0.667811785,62340b9528a0c11b54da36b4,-1
62340bbb28a0c11b54da36c0,-0.664189032,62340b9528a0c11b54da36b4,2
62340d0128a0c11b54da373b,-0.643809775,62340b9528a0c11b54da36b4,4
62340d4128a0c11b54da3750,-0.641235949,62340b9528a0c11b54da36b4,3
6162aa1fe1b7f5c73e6fe1c2,-0.836148237,6162aa1fe1b7f5c73e6fe046,1
6162aa1fe1b7f5c73e6fe1c3,-0.821385667,6162aa1fe1b7f5c73e6fe046,4
6162aa1fe1b7f5c73e6fe047,-0.800018235,6162aa1fe1b7f5c73e6fe046,4
6162aa1fe1b7f5c73e6fe1f0,-0.3846398,6162aa1fe1b7f5c73e6fe046,3
6162aa1fe1b7f5c73e6fe039,-0.3037025,6162aa1fe1b7f5c73e6fe046,4
6234035e28a0c11b54da338e,-0.2979305,6162aa1fe1b7f5c73e6fe046,2
6162aa1fe1b7f5c73e6fe0e0,-0.26722554,6162aa1fe1b7f5c73e6fe046,-1
6162aa1fe1b7f5c73e6fe8c0,0.01167045,6162aa1fe1b7f5c73e6fe046,-1
6162aa1fe1b7f5c73e6fe4ba,0.01604501,6162aa1fe1b7f5c73e6fe046,-1
62340e1528a0c11b54da3799,0.01988641,6162aa1fe1b7f5c73e6fe046,-1
6162aa1fe1b7f5c73e6fe5c4,-0.740267452,6162aa1fe1b7f5c73e6fe65f,3
6162aa1fe1b7f5c73e6fe11f,-0.63579819,6162aa1fe1b7f5c73e6fe65f,4
6162aa1fe1b7f5c73e6fea26,-0.63258158,6162aa1fe1b7f5c73e6fe65f,3
6162aa1fe1b7f5c73e6fe942,0.003991225,6162aa1fe1b7f5c73e6fe65f,-1
6162aa1fe1b7f5c73e6fe288,0.00568478,6162aa1fe1b7f5c73e6fe65f,-1
6162aa1fe1b7f5c73e6fe940,0.007101913,6162aa1fe1b7f5c73e6fe65f,-1
6162aa1fe1b7f5c73e6fe9e6,0.007157769,6162aa1fe1b7f5c73e6fe65f,2
6162aa1fe1b7f5c73e6fea16,0.008753215,6162aa1fe1b7f5c73e6fe65f,1
6162aa1fe1b7f5c73e6fe0a9,0.0417355,6162aa1fe1b7f5c73e6fe65f,-1
6162aa1fe1b7f5c73e6fe389,0.04449648,6162aa1fe1b7f5c73e6fe65f,-1
6234094b28a0c11b54da35dc,-0.999985873,6234060328a0c11b54da3498,5
623405d128a0c11b54da3487,-0.699500737,6234060328a0c11b54da3498,5
6234071328a0c11b54da3503,-0.565277293,6234060328a0c11b54da3498,5
623408c428a0c11b54da35a7,-0.557229681,6234060328a0c11b54da3498,5
623405d628a0c11b54da3489,-0.539551316,6234060328a0c11b54da3498,5
6234098828a0c11b54da35f3,-0.529973949,6234060328a0c11b54da3498,5
62340fa128a0c11b54da382b,-0.529120006,6234060328a0c11b54da3498,4
6234085a28a0c11b54da357d,-0.521922336,6234060328a0c11b54da3498,5
62340f6728a0c11b54da3815,-0.508477236,6234060328a0c11b54da3498,5
623402fb28a0c11b54da3365,-0.504183706,6234060328a0c11b54da3498,5
6234018728a0c11b54da32d3,-0.97989051,6162aa1fe1b7f5c73e6fe745,4
62340adb28a0c11b54da366f,-0.93111709,6162aa1fe1b7f5c73e6fe745,5
6234077228a0c11b54da3529,-0.9311111,6162aa1fe1b7f5c73e6fe745,5
6162aa1fe1b7f5c73e6fe4c6,-0.92113514,6162aa1fe1b7f5c73e6fe745,4
623404ab28a0c11b54da3416,-0.919828875,6162aa1fe1b7f5c73e6fe745,-1
6162aa1fe1b7f5c73e6fe4bd,-0.902882222,6162aa1fe1b7f5c73e6fe745,4
6162aa1fe1b7f5c73e6fe4e0,-0.879643135,6162aa1fe1b7f5c73e6fe745,-1
6162aa1fe1b7f5c73e6fe4fb,-0.870498084,6162aa1fe1b7f5c73e6fe745,2
62340b4228a0c11b54da3698,-0.86633101,6162aa1fe1b7f5c73e6fe745,-1
62340d8928a0c11b54da3769,-0.793207498,6162aa1fe1b7f5c73e6fe745,-1
62340b5d28a0c11b54da36a3,-0.893245018,6162aa1fe1b7f5c73e6fe72c,-1
6162aa1fe1b7f5c73e6fe534,-0.867418991,6162aa1fe1b7f5c73e6fe72c,-1
6234045c28a0c11b54da33f6,-0.650946381,6162aa1fe1b7f5c73e6fe72c,2
6162aa1fe1b7f5c73e6fe8de,-0.650698893,6162aa1fe1b7f5c73e6fe72c,-1
6162aa1fe1b7f5c73e6fe35c,-0.640850284,6162aa1fe1b7f5c73e6fe72c,-1
623406b328a0c11b54da34de,-0.635682303,6162aa1fe1b7f5c73e6fe72c,-1
6234044028a0c11b54da33eb,-0.62533266,6162aa1fe1b7f5c73e6fe72c,-1
62340d8b28a0c11b54da376a,-0.619389267,6162aa1fe1b7f5c73e6fe72c,-1
6162aa1fe1b7f5c73e6fe4c7,-0.498640818,6162aa1fe1b7f5c73e6fe72c,-1
62340dae28a0c11b54da3778,-0.493419127,6162aa1fe1b7f5c73e6fe72c,1
6162aa1fe1b7f5c73e6fe363,-0.94488105,6162aa1fe1b7f5c73e6fe3b0,-1
6162aa1fe1b7f5c73e6fdfe1,-0.934201105,6162aa1fe1b7f5c73e6fe3b0,-1
6234054b28a0c11b54da3451,-0.655002157,6162aa1fe1b7f5c73e6fe3b0,-1
623406ff28a0c11b54da34fc,-0.63849795,6162aa1fe1b7f5c73e6fe3b0,-1
6162aa1fe1b7f5c73e6fe68d,-0.632624817,6162aa1fe1b7f5c73e6fe3b0,1
6234046f28a0c11b54da33fd,-0.627187057,6162aa1fe1b7f5c73e6fe3b0,2
623403ea28a0c11b54da33c7,-0.621819837,6162aa1fe1b7f5c73e6fe3b0,4
62340f2a28a0c11b54da37fd,-0.610093862,6162aa1fe1b7f5c73e6fe3b0,2
6234047e28a0c11b54da3403,-0.601114892,6162aa1fe1b7f5c73e6fe3b0,-1
6162aa1fe1b7f5c73e6fe255,-0.596655107,6162aa1fe1b7f5c73e6fe3b0,-1
62340b7528a0c11b54da36ac,-0.86391049,62340fb128a0c11b54da3831,3
62340b6528a0c11b54da36a6,-0.839202357,62340fb128a0c11b54da3831,-1
6234057b28a0c11b54da3464,-0.781091577,62340fb128a0c11b54da3831,5
6234053d28a0c11b54da344d,-0.661515034,62340fb128a0c11b54da3831,2
62340b7b28a0c11b54da36ae,-0.587880218,62340fb128a0c11b54da3831,2
6234054b28a0c11b54da3451,-0.549289104,62340fb128a0c11b54da3831,5
6234057428a0c11b54da3461,-0.545492131,62340fb128a0c11b54da3831,3
6234034028a0c11b54da3381,-0.534850941,62340fb128a0c11b54da3831,2
623403df28a0c11b54da33c3,-0.485852516,62340fb128a0c11b54da3831,4
623404df28a0c11b54da3428,-0.485064705,62340fb128a0c11b54da3831,5
623405f528a0c11b54da3492,-0.983306483,62340edb28a0c11b54da37e2,2
6234032b28a0c11b54da3378,-0.765732457,62340edb28a0c11b54da37e2,3
623407b228a0c11b54da353d,-0.705534167,62340edb28a0c11b54da37e2,3
6234094b28a0c11b54da35dc,-0.683718484,62340edb28a0c11b54da37e2,1
62340d6328a0c11b54da3759,-0.657908828,62340edb28a0c11b54da37e2,3
62340ad128a0c11b54da366b,-0.639498298,62340edb28a0c11b54da37e2,4
62340b5628a0c11b54da36a0,-0.633732768,62340edb28a0c11b54da37e2,3
62340eb928a0c11b54da37d4,-0.633713604,62340edb28a0c11b54da37e2,4
6234085328a0c11b54da357a,-0.632514968,62340edb28a0c11b54da37e2,4
6234076928a0c11b54da3526,-0.632036301,62340edb28a0c11b54da37e2,3
6162aa1fe1b7f5c73e6fe7f0,-0.913209843,6162aa1fe1b7f5c73e6fe75b,4
6162aa1fe1b7f5c73e6fe93a,-0.68294267,6162aa1fe1b7f5c73e6fe75b,4
6162aa1fe1b7f5c73e6fdff8,-0.49942446,6162aa1fe1b7f5c73e6fe75b,-1
6162aa1fe1b7f5c73e6fe78c,-0.47224041,6162aa1fe1b7f5c73e6fe75b,4
6162aa1fe1b7f5c73e6fe1e6,-0.45871324,6162aa1fe1b7f5c73e6fe75b,2
6162aa1fe1b7f5c73e6fe9c9,-0.4580333,6162aa1fe1b7f5c73e6fe75b,3
6162aa1fe1b7f5c73e6fe7d1,-0.40625635,6162aa1fe1b7f5c73e6fe75b,3
623406a428a0c11b54da34d8,-0.351496964,6162aa1fe1b7f5c73e6fe75b,-1
6162aa1fe1b7f5c73e6fe9be,-0.24967097,6162aa1fe1b7f5c73e6fe75b,-1
6162aa1fe1b7f5c73e6fe297,-0.24774856,6162aa1fe1b7f5c73e6fe75b,3
62340f6a28a0c11b54da3816,-0.974707936,6234091228a0c11b54da35c5,5
623400c728a0c11b54da3287,-0.510442528,6234091228a0c11b54da35c5,5
623401ef28a0c11b54da32fc,-0.241435139,6234091228a0c11b54da35c5,5
6234055028a0c11b54da3453,-0.235403188,6234091228a0c11b54da35c5,4
62340a6128a0c11b54da3644,-0.191156268,6234091228a0c11b54da35c5,-1
623405e228a0c11b54da348d,-0.190618758,6234091228a0c11b54da35c5,3
623400a228a0c11b54da3279,-0.170059942,6234091228a0c11b54da35c5,2
6234001128a0c11b54da3241,-0.160093724,6234091228a0c11b54da35c5,2
623402fd28a0c11b54da3366,-0.152608347,6234091228a0c11b54da35c5,1
623405af28a0c11b54da3478,-0.146954894,6234091228a0c11b54da35c5,4
62340f5d28a0c11b54da3811,-0.923427524,6234103928a0c11b54da3862,5
6234099828a0c11b54da35f9,-0.618989967,6234103928a0c11b54da3862,5
6234107828a0c11b54da3871,-0.545027761,6234103928a0c11b54da3862,5
62340a9128a0c11b54da3656,-0.475518595,6234103928a0c11b54da3862,-1
623405db28a0c11b54da348b,-0.393148987,6234103928a0c11b54da3862,4
62340a9428a0c11b54da3657,-0.305959388,6234103928a0c11b54da3862,-1
62340e8028a0c11b54da37c0,-0.21372739,6234103928a0c11b54da3862,-1
62340ade28a0c11b54da3670,-0.210004175,6234103928a0c11b54da3862,-1
62340fe228a0c11b54da3841,-0.18725252,6234103928a0c11b54da3862,-1
6162aa1fe1b7f5c73e6fe82a,-0.175990363,6234103928a0c11b54da3862,-1
